case	round	attempt	stratum	baseline_wall_s	candidate_wall_s	wall_log_ratio	baseline_rss_kb	candidate_rss_kb	rss_difference_kb	baseline_raw	candidate_raw
indented_direct_10k	11	1	BC	26.87	28.45	0.057137737945	10008	10276	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	12	1	CB	23.25	22.74	-0.022179643711	10264	10400	136	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o05_indented_direct_10k_candidate.raw
indented_direct_10k	13	1	BC	16.92	17.89	0.055745543343	10264	10404	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	14	1	CB	15.15	16.51	0.085965725977	10264	10148	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o05_indented_direct_10k_candidate.raw
indented_direct_10k	15	1	BC	15.49	15.10	-0.025499910608	10008	10276	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	16	1	CB	14.77	16.45	0.107727380668	10264	10280	16	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o05_indented_direct_10k_candidate.raw
indented_direct_10k	17	1	BC	17.18	18.24	0.059871068090	10264	10276	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	18	1	CB	14.76	16.34	0.101695270260	10264	10276	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o05_indented_direct_10k_candidate.raw
indented_direct_10k	19	1	BC	14.69	15.03	0.022881213579	10008	10532	524	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	20	1	CB	15.04	15.64	0.039118416595	10264	10276	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o05_indented_direct_10k_candidate.raw
indented_direct_10k	21	1	BC	15.81	14.74	-0.070077764460	10008	10532	524	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	22	1	CB	14.26	15.78	0.101284900432	10264	10276	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o05_indented_direct_10k_candidate.raw
indented_direct_10k	23	1	BC	14.38	14.65	0.018601983170	10264	10276	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o04_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o04_indented_direct_10k_candidate.raw
indented_direct_10k	24	1	CB	14.16	14.95	0.054290211571	10008	10276	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o05_indented_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o05_indented_direct_10k_candidate.raw
braced_ast_1k	1	1	BC	15.33	16.10	0.049007579107	10496	10384	-112	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	2	1	CB	11.42	14.44	0.234635929237	10496	10636	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	3	1	BC	11.42	17.89	0.448875693293	10368	10636	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	4	1	CB	12.32	15.28	0.215320825633	10368	10636	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	5	1	BC	12.68	12.48	-0.015898586068	10496	10636	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	6	1	CB	11.30	11.98	0.058435866969	10496	10636	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	7	1	BC	12.60	12.78	0.014184634992	10368	10636	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	8	1	CB	12.07	13.13	0.084176653205	10368	10636	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	9	1	BC	10.13	10.23	0.009823261703	10496	10380	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	10	3	CB	14.34	14.61	0.018653390591	10368	10380	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o04_braced_ast_1k_candidate.raw
braced_ast_1k	11	1	BC	11.57	12.56	0.082101619834	10496	10380	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	12	1	CB	11.74	11.79	0.004249900149	10496	10636	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	13	1	BC	8.57	9.65	0.118690182741	10496	10380	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	14	1	CB	8.29	8.41	0.014371504838	10496	10380	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	15	1	BC	8.21	8.47	0.031177585200	10496	10508	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	16	1	CB	7.91	8.38	0.057720132714	10368	10636	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	17	1	BC	9.26	9.42	0.017131039930	10624	10636	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	18	1	CB	8.17	8.77	0.070867897512	10624	10636	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	19	1	BC	7.93	8.09	0.019975695424	10496	10636	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	20	1	CB	7.87	8.93	0.126358332459	10368	10636	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	21	1	BC	8.04	8.11	0.008668784936	10624	10640	16	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	22	1	CB	7.54	8.36	0.103236245077	10368	10380	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o04_braced_ast_1k_candidate.raw
braced_ast_1k	23	1	BC	7.86	7.80	-0.007662872746	10496	10636	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o05_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o05_braced_ast_1k_candidate.raw
braced_ast_1k	24	1	CB	7.44	7.77	0.043399315535	10496	10380	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o04_braced_ast_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o04_braced_ast_1k_candidate.raw
braced_ast_10k	1	1	BC	24.95	24.49	-0.018608951233	35648	35784	136	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	2	1	CB	21.53	23.28	0.078147311487	35520	35800	280	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	3	1	BC	18.92	18.48	-0.023530497410	35532	35788	256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	4	1	CB	20.13	25.48	0.235682591052	35524	35532	8	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	5	1	BC	19.99	19.97	-0.001001001085	35520	35928	408	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	6	1	CB	18.50	21.01	0.127227782773	35516	35800	284	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	7	1	BC	17.77	22.54	0.237779866445	35648	35532	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	8	1	CB	18.83	20.24	0.072209501750	35648	35788	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	9	1	BC	19.30	19.21	-0.004674119130	35648	35788	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	10	3	CB	23.28	23.81	0.022511037636	35648	35800	152	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o03_braced_ast_10k_candidate.raw
braced_ast_10k	11	1	BC	20.59	18.40	-0.112454856425	35520	35660	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	12	1	CB	19.23	19.30	0.003633536310	35520	35788	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	13	1	BC	14.39	15.40	0.067833988520	35520	35800	280	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	14	1	CB	13.70	13.91	0.015212173101	35520	35788	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	15	1	BC	13.05	12.52	-0.041460768097	35648	35788	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	16	1	CB	12.23	13.35	0.087624435147	35644	35916	272	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	17	1	BC	15.48	15.61	0.008362866366	35648	35528	-120	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	18	1	CB	13.58	13.93	0.025446665661	35520	35532	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	19	1	BC	13.35	12.65	-0.053859169673	35520	35532	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	20	1	CB	13.09	14.45	0.098845834637	35520	35788	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	21	1	BC	13.12	13.85	0.054147449117	35520	35408	-112	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	22	1	CB	12.55	12.93	0.029829527206	35652	35792	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o03_braced_ast_10k_candidate.raw
braced_ast_10k	23	1	BC	12.55	12.32	-0.018496707472	35660	35916	256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o06_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o06_braced_ast_10k_candidate.raw
braced_ast_10k	24	1	CB	12.43	12.21	-0.017857617400	35520	35800	280	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o03_braced_ast_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o03_braced_ast_10k_candidate.raw
braced_direct_1k	1	1	BC	17.03	17.63	0.034625501735	8576	8832	256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	2	1	CB	15.21	16.66	0.091057530467	8704	8704	0	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	3	1	BC	11.81	14.39	0.197586890690	8576	8576	0	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	4	1	CB	13.93	15.00	0.074005413310	8448	8704	256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	5	1	BC	13.28	13.50	0.016430541396	8704	8832	128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	6	1	CB	12.06	12.07	0.000828843810	8448	8704	256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	7	1	BC	13.59	13.72	0.009520394135	8576	8704	128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	8	1	CB	12.58	13.33	0.057908882918	8576	8448	-128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	9	1	BC	12.61	12.49	-0.009561825839	8704	8576	-128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	10	3	CB	13.64	14.24	0.043048253569	8576	8832	256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o02_braced_direct_1k_candidate.raw
braced_direct_1k	11	1	BC	10.78	13.40	0.217562141476	8320	8832	512	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	12	1	CB	13.88	12.40	-0.112752482468	8320	8832	512	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	13	1	BC	9.76	9.89	0.013231745210	8320	8704	384	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	14	1	CB	9.69	10.24	0.055207193709	8448	8832	384	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	15	1	BC	8.82	8.21	-0.071668946554	8320	8704	384	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	16	1	CB	8.63	8.83	0.022910509521	8448	8832	384	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	17	1	BC	10.83	11.14	0.028222173486	8576	8448	-128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	18	1	CB	8.99	10.35	0.140873671228	8704	8576	-128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	19	1	BC	9.23	8.42	-0.091849220261	8704	8448	-256	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	20	1	CB	8.33	8.85	0.060554002841	8320	8448	128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	21	1	BC	8.78	8.54	-0.027715399847	8320	8832	512	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	22	1	CB	9.14	8.80	-0.037908663982	8704	8576	-128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o02_braced_direct_1k_candidate.raw
braced_direct_1k	23	1	BC	8.02	8.34	0.039124794492	8320	8448	128	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o07_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o07_braced_direct_1k_candidate.raw
braced_direct_1k	24	1	CB	8.24	9.02	0.090443990153	8576	8576	0	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o02_braced_direct_1k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o02_braced_direct_1k_candidate.raw
