timestamp	family	case	items	repeats	sample	attempt	wall_raw	rss_kb	exit	affinity	valid	raw_file	command
2026-08-30T22:06:57,770785953+09:00	companion	braced_ast_comment_stress	10000	8	1	1	0:35.24	34372	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_ast_comment_stress_10000_s1_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_ast_comment_stress YULANG_GATE2_COMPANION_ITEMS=10000 YULANG_GATE2_COMPANION_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:07:38,154955003+09:00	companion	braced_ast_comment_stress	10000	8	2	1	0:34.10	34628	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_ast_comment_stress_10000_s2_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_ast_comment_stress YULANG_GATE2_COMPANION_ITEMS=10000 YULANG_GATE2_COMPANION_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:08:17,309068631+09:00	companion	braced_ast_comment_stress	10000	8	3	1	0:33.74	34500	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_ast_comment_stress_10000_s3_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_ast_comment_stress YULANG_GATE2_COMPANION_ITEMS=10000 YULANG_GATE2_COMPANION_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:08:56,132349182+09:00	companion	braced_direct_comment_stress	1000	50	1	1	0:22.31	8960	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_direct_comment_stress_1000_s1_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_direct_comment_stress YULANG_GATE2_COMPANION_ITEMS=1000 YULANG_GATE2_COMPANION_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:09:23,570952210+09:00	companion	braced_direct_comment_stress	1000	50	2	1	0:22.06	8960	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_direct_comment_stress_1000_s2_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_direct_comment_stress YULANG_GATE2_COMPANION_ITEMS=1000 YULANG_GATE2_COMPANION_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:09:50,770881541+09:00	companion	braced_direct_comment_stress	1000	50	3	1	0:21.37	8960	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_direct_comment_stress_1000_s3_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_direct_comment_stress YULANG_GATE2_COMPANION_ITEMS=1000 YULANG_GATE2_COMPANION_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:10:17,237315079+09:00	companion	braced_direct_comment_stress	10000	8	1	1	0:36.35	17672	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_direct_comment_stress_10000_s1_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_direct_comment_stress YULANG_GATE2_COMPANION_ITEMS=10000 YULANG_GATE2_COMPANION_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:10:58,710773518+09:00	companion	braced_direct_comment_stress	10000	8	2	1	0:36.14	17672	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_direct_comment_stress_10000_s2_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_direct_comment_stress YULANG_GATE2_COMPANION_ITEMS=10000 YULANG_GATE2_COMPANION_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:11:39,961146883+09:00	companion	braced_direct_comment_stress	10000	8	3	1	0:42.82	17416	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/companion_braced_direct_comment_stress_10000_s3_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_COMPANION_CASE=braced_direct_comment_stress YULANG_GATE2_COMPANION_ITEMS=10000 YULANG_GATE2_COMPANION_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::declaration::companion::tests::gate2_statement_only_companion_performance_harness --nocapture
2026-08-30T22:12:27,898777259+09:00	ordinary	indented_direct_comment_stress	1000	50	1	1	0:26.93	9276	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/ordinary_indented_direct_comment_stress_1000_s1_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct_comment_stress YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T22:12:59,940975050+09:00	ordinary	indented_direct_comment_stress	1000	50	2	1	0:25.26	9152	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/ordinary_indented_direct_comment_stress_1000_s2_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct_comment_stress YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T22:13:30,297758810+09:00	ordinary	indented_direct_comment_stress	1000	50	3	1	0:26.06	9152	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/ordinary_indented_direct_comment_stress_1000_s3_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct_comment_stress YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T22:14:01,431306906+09:00	ordinary	indented_direct_comment_stress	10000	8	1	1	0:40.25	14992	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/ordinary_indented_direct_comment_stress_10000_s1_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct_comment_stress YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T22:14:46,805644438+09:00	ordinary	indented_direct_comment_stress	10000	8	2	1	0:40.85	14864	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/ordinary_indented_direct_comment_stress_10000_s2_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct_comment_stress YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T22:15:32,734588366+09:00	ordinary	indented_direct_comment_stress	10000	8	3	1	0:40.73	14992	0	10	1	/tmp/yulang-gate2-final.TM8ChV/candidate_samples/raw/ordinary_indented_direct_comment_stress_10000_s3_a1.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct_comment_stress YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
