timestamp	phase	round	attempt	case	case_order	subject	pair_order	items	repeats	wall_raw	rss_kb	exit	affinity	valid	raw_file	command
2026-08-30T21:05:26,157169553+09:00	measured	13	1	indented_ast_1k	1	baseline	1	1000	50	0:11.24	10372	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o01_indented_ast_1k_baseline.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_ast YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /tmp/yulang-gate2-final.TM8ChV/baseline/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:05:37,495942408+09:00	measured	13	1	indented_ast_1k	1	candidate	2	1000	50	0:11.32	10640	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o01_indented_ast_1k_candidate.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_ast YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:05:53,905052177+09:00	measured	13	1	indented_ast_10k	2	baseline	1	10000	8	0:16.74	35540	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o02_indented_ast_10k_baseline.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_ast YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /tmp/yulang-gate2-final.TM8ChV/baseline/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:06:10,718301389+09:00	measured	13	1	indented_ast_10k	2	candidate	2	10000	8	0:17.99	35680	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o02_indented_ast_10k_candidate.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_ast YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:06:33,811225676+09:00	measured	13	1	indented_direct_1k	3	baseline	1	1000	50	0:10.04	8320	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o03_indented_direct_1k_baseline.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /tmp/yulang-gate2-final.TM8ChV/baseline/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:06:43,966659872+09:00	measured	13	1	indented_direct_1k	3	candidate	2	1000	50	0:10.22	8576	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o03_indented_direct_1k_candidate.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:06:59,316125220+09:00	measured	13	1	indented_direct_10k	4	baseline	1	10000	8	0:16.92	10264	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o04_indented_direct_10k_baseline.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /tmp/yulang-gate2-final.TM8ChV/baseline/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:07:16,376463857+09:00	measured	13	1	indented_direct_10k	4	candidate	2	10000	8	0:17.89	10404	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o04_indented_direct_10k_candidate.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=indented_direct YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:07:39,407848115+09:00	measured	13	1	braced_ast_1k	5	baseline	1	1000	50	0:08.57	10496	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o05_braced_ast_1k_baseline.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=braced_ast YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /tmp/yulang-gate2-final.TM8ChV/baseline/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:07:48,103053214+09:00	measured	13	1	braced_ast_1k	5	candidate	2	1000	50	0:09.65	10380	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o05_braced_ast_1k_candidate.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=braced_ast YULANG_GATE2_SEQUENCE_ITEMS=1000 YULANG_GATE2_SEQUENCE_REPEATS=50 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:08:02,809892568+09:00	measured	13	1	braced_ast_10k	6	baseline	1	10000	8	0:14.39	35520	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o06_braced_ast_10k_baseline.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=braced_ast YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /tmp/yulang-gate2-final.TM8ChV/baseline/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
2026-08-30T21:08:17,282236287+09:00	measured	13	1	braced_ast_10k	6	candidate	2	10000	8	0:15.40	35800	0	10	1	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o06_braced_ast_10k_candidate.raw	taskset -c 10 /usr/bin/time -v env YULANG_GATE2_SEQUENCE_CASE=braced_ast YULANG_GATE2_SEQUENCE_ITEMS=10000 YULANG_GATE2_SEQUENCE_REPEATS=8 /home/momot/rust/yulang/target/debug/deps/yu_syntax-cda0f60d5589725d --ignored --exact grammar::expression::tests::gate2_statement_sequence_performance_harness --nocapture
